model,shape,size,dimensions,height,top,notes,price
Avalon wood or marble top,Rectangular,S,190 x 100,CMs (H75),Wood Top,Prices above are for a steel base with a standard finish  Additional cost for base in a specialist finish: 1210 Additional cost for base in bronze: 4170,6530
Avalon wood or marble top,Rectangular,M,220 x 100  ,CMs (H75),Wood Top,Prices above are for a steel base with a standard finish  Additional cost for base in a specialist finish: 1210 Additional cost for base in bronze: 4170,7510
Avalon wood or marble top,Rectangular,L,250 x 100 ,CMs (H75),Wood Top,Prices above are for a steel base with a standard finish  Additional cost for base in a specialist finish: 1210 Additional cost for base in bronze: 4170,8410
Avalon wood or marble top,Rectangular,XL,300 x 110,CMs (H75),Wood Top,Prices above are for a steel base with a standard finish  Additional cost for base in a specialist finish: 1210 Additional cost for base in bronze: 4170,10800
Avalon wood or marble top,Rectangular,S,190 x 100,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are for a steel base with a standard finish  Additional cost for base in a specialist finish: 1210 Additional cost for base in bronze: 4170,8560
Avalon wood or marble top,Rectangular,M,220 x 100  ,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are for a steel base with a standard finish  Additional cost for base in a specialist finish: 1210 Additional cost for base in bronze: 4170,9840
Avalon wood or marble top,Rectangular,L,250 x 100 ,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are for a steel base with a standard finish  Additional cost for base in a specialist finish: 1210 Additional cost for base in bronze: 4170,11310
Avalon wood or marble top,Rectangular,XL,300 x 110,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are for a steel base with a standard finish  Additional cost for base in a specialist finish: 1210 Additional cost for base in bronze: 4170,14140
Avebury wood or marble top,Oval,S,190 x 110,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in specialist finish: 760 Additional cost for base in bronze: 3130,7260
Avebury wood or marble top,Oval,M,220 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in specialist finish: 760 Additional cost for base in bronze: 3130,8350
Avebury wood or marble top,Oval,L,250 x 120 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in specialist finish: 760 Additional cost for base in bronze: 3130,9610
Avebury wood or marble top,Oval,XL,300 x 140,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in specialist finish: 760 Additional cost for base in bronze: 3130,12000
Avebury wood or marble top,Oval,S,190 x 110,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in specialist finish: 760 Additional cost for base in bronze: 3130,9510
Avebury wood or marble top,Oval,M,220 x 120,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in specialist finish: 760 Additional cost for base in bronze: 3130,10940
Avebury wood or marble top,Oval,L,250 x 120 ,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in specialist finish: 760 Additional cost for base in bronze: 3130,12570
Avebury wood or marble top,Oval,XL,300 x 140,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in specialist finish: 760 Additional cost for base in bronze: 3130,15720
Capricorn glass top,Oval,S,190 x110,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",4910
Capricorn glass top,Oval,M,220 x 120,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",5650
Capricorn glass top,Oval,L,250 x 120,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",6490
Capricorn glass top,Oval,XL,300 x 140,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",8110
Capricorn glass top,Rectangular,S,190 x 100,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",4510
Capricorn glass top,Rectangular,M,220 x 100  ,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",5180
Capricorn glass top,Rectangular,L,250 x 100 ,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",5960
Capricorn glass top,Rectangular,XL,300 x 110 ,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",7160
Capricorn glass top,Round,S,100 D,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",3110
Capricorn glass top,Round,M,120 D,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",3570
Capricorn glass top,Round,L,150 D,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",4460
Capricorn glass top,Round,XL,170 D ,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",5130
Capricorn wood or marble top,Oval,S,190 x110,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,7110
Capricorn wood or marble top,Oval,M,220 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,8180
Capricorn wood or marble top,Oval,L,250 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,9410
Capricorn wood or marble top,Oval,XL,300 x 140,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,11750
Capricorn wood or marble top,Oval,S,190 x110,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,9320
Capricorn wood or marble top,Oval,M,220 x 120,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,10720
Capricorn wood or marble top,Oval,L,250 x 120,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,12320
Capricorn wood or marble top,Oval,XL,300 x 140,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,15400
Capricorn wood or marble top,Rectangular,S,190 x 100,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,6530
Capricorn wood or marble top,Rectangular,M,220 x 100  ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,7510
Capricorn wood or marble top,Rectangular,L,250 x 100 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,8640
Capricorn wood or marble top,Rectangular,XL,300 x 110 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,10800
Capricorn wood or marble top,Rectangular,S,190 x 100,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,8560
Capricorn wood or marble top,Rectangular,M,220 x 100  ,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,9840
Capricorn wood or marble top,Rectangular,L,250 x 100 ,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,11310
Capricorn wood or marble top,Rectangular,XL,300 x 110 ,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,14140
Capricorn wood or marble top,Round,S,100 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,4500
Capricorn wood or marble top,Round,M,120 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,5180
Capricorn wood or marble top,Round,L,150 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,6470
Capricorn wood or marble top,Round,XL,170 D ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,7440
Capricorn wood or marble top,Round,S,100 D,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,5900
Capricorn wood or marble top,Round,M,120 D,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,6780
Capricorn wood or marble top,Round,L,150 D,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,8480
Capricorn wood or marble top,Round,XL,170 D ,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,9750
Echo glass top,Rectangular,S,190 x 100,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760,4010
Echo glass top,Rectangular,M,220 x 100  ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760,4610
Echo glass top,Rectangular,L,250 x 100 ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760,5300
Echo glass top,Rectangular,XL,300 x 110 ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760,6620
Echo wood or marble top,Rectangular,S,190 x 100,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760,5810
Echo wood or marble top,Rectangular,M,220 x 100  ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760,6680
Echo wood or marble top,Rectangular,L,250 x 100 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760,7680
Echo wood or marble top,Rectangular,XL,300 x 110 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760,9600
Echo wood or marble top,Rectangular,S,190 x 100,CMs (H75),Marble Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760,7610
Echo wood or marble top,Rectangular,M,220 x 100  ,CMs (H75),Marble Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760,8750
Echo wood or marble top,Rectangular,L,250 x 100 ,CMs (H75),Marble Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760,10060
Echo wood or marble top,Rectangular,XL,300 x 110 ,CMs (H75),Marble Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760,12570
Edge,Rectangular,S,190 x 100,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760 Additional cost for base made in Bronze: 3110,4010
Edge,Rectangular,M,220 x 100  ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760 Additional cost for base made in Bronze: 3110,4610
Edge,Rectangular,L,250 x 100 ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760 Additional cost for base made in Bronze: 3110,5300
Edge,Rectangular,XL,300 x 110 ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 760 Additional cost for base made in Bronze: 3110,6620
Edge wood or marble top,Rectangular,S,190 x 100,CMs (H75),Wood top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 760 Additional cost for base made in Bronze: 3110,5810
Edge wood or marble top,Rectangular,M,220 x 100  ,CMs (H75),Wood top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 760 Additional cost for base made in Bronze: 3110,6680
Edge wood or marble top,Rectangular,L,250 x 100 ,CMs (H75),Wood top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 760 Additional cost for base made in Bronze: 3110,7680
Edge wood or marble top,Rectangular,XL,300 x 110 ,CMs (H75),Wood top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 760 Additional cost for base made in Bronze: 3110,9600
Edge wood or marble top,Rectangular,S,190 x 100,CMs (H75),Marble top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 760 Additional cost for base made in Bronze: 3110,7610
Edge wood or marble top,Rectangular,M,220 x 100  ,CMs (H75),Marble top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 760 Additional cost for base made in Bronze: 3110,8750
Edge wood or marble top,Rectangular,L,250 x 100 ,CMs (H75),Marble top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 760 Additional cost for base made in Bronze: 3110,10060
Edge wood or marble top,Rectangular,XL,300 x 110 ,CMs (H75),Marble top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 760 Additional cost for base made in Bronze: 3110,12570
Exe glass top double pedestal,Rectangular,S,190 x 100,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,4510
Exe glass top double pedestal,Rectangular,M,220 x 100  ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,5180
Exe glass top double pedestal,Rectangular,L,250 x 100 ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,5960
Exe glass top double pedestal,Rectangular,XL,300 x 110 ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,7450
Exe glass top single pedestal,Oval,S,190 x110,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,4910
Exe glass top single pedestal,Oval,M,220 x 120,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,5650
Exe glass top single pedestal,Oval,L,250 x 120,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,6490
Exe glass top single pedestal,Oval,XL,300 x 140,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,8110
Exe glass top single pedestal,Rectangular,S,190 x 100,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,4510
Exe glass top single pedestal,Rectangular,M,220 x 100  ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,5180
Exe glass top single pedestal,Rectangular,L,250 x 100 ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,5960
Exe glass top single pedestal,Rectangular,XL,300 x 110 ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,7450
Exe wood top double pedestal,Rectangular,S,190 x 100,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,6530
Exe wood top double pedestal,Rectangular,M,220 x 100  ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,7510
Exe wood top double pedestal,Rectangular,L,250 x 100 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,8640
Exe wood top double pedestal,Rectangular,XL,300 x 110 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,10800
Exe wood top single pedestal,Oval,S,190 x110,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,7110
Exe wood top single pedestal,Oval,M,220 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,8180
Exe wood top single pedestal,Oval,L,250 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,9410
Exe wood top single pedestal,Oval,XL,300 x 140,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,11750
Exe wood top single pedestal,Rectangular,S,190 x 100,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 840,6530
