model,shape,size,dimensions,height,top,notes,price
AVA Wood,Round,S,100 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in specialist finish: 1380 Additional cost for base made in bronze: 5690,8720
AVA Wood,Round,M,120 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in specialist finish: 1380 Additional cost for base made in bronze: 5690,10040
AVA Wood,Round,L,150 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in specialist finish: 1380 Additional cost for base made in bronze: 5690,12540
AVA Wood,Round,XL,170 D ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in specialist finish: 1380 Additional cost for base made in bronze: 5690,14420
Avalon glass top,Rectangular,S,190 x 100,CMs (H75),Glass Top,"Prices above are for a steel base with a standard finish & UV bonded top  glass bonded to a stainless steel, bronze or brass plate  Additional cost for base in a specialist finish: 2190 Additional cost for base in bronze: 7590",8210
Avalon glass top,Rectangular,M,220 x 100  ,CMs (H75),Glass Top,"Prices above are for a steel base with a standard finish & UV bonded top  glass bonded to a stainless steel, bronze or brass plate  Additional cost for base in a specialist finish: 2190 Additional cost for base in bronze: 7590",8850
Avalon glass top,Rectangular,L,250 x 100 ,CMs (H75),Glass Top,"Prices above are for a steel base with a standard finish & UV bonded top  glass bonded to a stainless steel, bronze or brass plate  Additional cost for base in a specialist finish: 2190 Additional cost for base in bronze: 7590",10590
Avalon glass top,Rectangular,XL,300 x 110,CMs (H75),Glass Top,"Prices above are for a steel base with a standard finish & UV bonded top  glass bonded to a stainless steel, bronze or brass plate  Additional cost for base in a specialist finish: 2190 Additional cost for base in bronze: 7590",12610
Avalon wood or marble top,Rectangular,S,190 x 100,CMs (H75),Wood Top,Prices above are for a steel base with a standard finish  Additional cost for base in a specialist finish: 2190 Additional cost for base in bronze: 7590,11900
Avalon wood or marble top,Rectangular,M,220 x 100  ,CMs (H75),Wood Top,Prices above are for a steel base with a standard finish  Additional cost for base in a specialist finish: 2190 Additional cost for base in bronze: 7590,13680
Avalon wood or marble top,Rectangular,L,250 x 100 ,CMs (H75),Wood Top,Prices above are for a steel base with a standard finish  Additional cost for base in a specialist finish: 2190 Additional cost for base in bronze: 7590,15320
Avalon wood or marble top,Rectangular,XL,300 x 110,CMs (H75),Wood Top,Prices above are for a steel base with a standard finish  Additional cost for base in a specialist finish: 2190 Additional cost for base in bronze: 7590,19660
Avalon wood or marble top,Rectangular,S,190 x 100,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are for a steel base with a standard finish  Additional cost for base in a specialist finish: 2190 Additional cost for base in bronze: 7590,15590
Avalon wood or marble top,Rectangular,M,220 x 100  ,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are for a steel base with a standard finish  Additional cost for base in a specialist finish: 2190 Additional cost for base in bronze: 7590,17920
Avalon wood or marble top,Rectangular,L,250 x 100 ,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are for a steel base with a standard finish  Additional cost for base in a specialist finish: 2190 Additional cost for base in bronze: 7590,20600
Avalon wood or marble top,Rectangular,XL,300 x 110,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are for a steel base with a standard finish  Additional cost for base in a specialist finish: 2190 Additional cost for base in bronze: 7590,25760
Avebury wood or marble top,Oval,S,190 x 110,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in specialist finish: 1380 Additional cost for base in bronze: 4950,13230
Avebury wood or marble top,Oval,M,220 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in specialist finish: 1380 Additional cost for base in bronze: 4950,15210
Avebury wood or marble top,Oval,L,250 x 120 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in specialist finish: 1380 Additional cost for base in bronze: 4950,17500
Avebury wood or marble top,Oval,XL,300 x 140,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in specialist finish: 1380 Additional cost for base in bronze: 4950,21850
Avebury wood or marble top,Oval,S,190 x 110,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in specialist finish: 1380 Additional cost for base in bronze: 4950,17320
Avebury wood or marble top,Oval,M,220 x 120,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in specialist finish: 1380 Additional cost for base in bronze: 4950,19920
Avebury wood or marble top,Oval,L,250 x 120 ,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in specialist finish: 1380 Additional cost for base in bronze: 4950,22900
Avebury wood or marble top,Oval,XL,300 x 140,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in specialist finish: 1380 Additional cost for base in bronze: 4950,28620
Capricorn glass top,Oval,S,190 x110,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",8940
Capricorn glass top,Oval,M,220 x 120,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",10280
Capricorn glass top,Oval,L,250 x 120,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",11820
Capricorn glass top,Oval,XL,300 x 140,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",14770
Capricorn glass top,Rectangular,S,190 x 100,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",8210
Capricorn glass top,Rectangular,M,220 x 100  ,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",9430
Capricorn glass top,Rectangular,L,250 x 100 ,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",10860
Capricorn glass top,Rectangular,XL,300 x 110 ,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",13040
Capricorn glass top,Round,S,100 D ,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",5650
Capricorn glass top,Round,M,120 D,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",6500
Capricorn glass top,Round,L,150 D,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",8130
Capricorn glass top,Round,XL,170 D ,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",9340
Capricorn wood or marble top,Oval,S,190 x110,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,12950
Capricorn wood or marble top,Oval,M,220 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,14900
Capricorn wood or marble top,Oval,L,250 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,17130
Capricorn wood or marble top,Oval,XL,300 x 140,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,21410
Capricorn wood or marble top,Oval,S,190 x110,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,16970
Capricorn wood or marble top,Oval,M,220 x 120,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,19520
Capricorn wood or marble top,Oval,L,250 x 120,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,22440
Capricorn wood or marble top,Oval,XL,300 x 140,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,28050
Capricorn wood or marble top,Rectangular,S,190 x 100,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,11900
Capricorn wood or marble top,Rectangular,M,220 x 100  ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,13680
Capricorn wood or marble top,Rectangular,L,250 x 100 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,15740
Capricorn wood or marble top,Rectangular,XL,300 x 110 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,19660
Capricorn wood or marble top,Rectangular,S,190 x 100,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,15590
Capricorn wood or marble top,Rectangular,M,220 x 100  ,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,17920
Capricorn wood or marble top,Rectangular,L,250 x 100 ,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,20600
Capricorn wood or marble top,Rectangular,XL,300 x 110 ,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,25760
Capricorn wood or marble top,Round,S,100 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,8200
Capricorn wood or marble top,Round,M,120 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,9430
Capricorn wood or marble top,Round,L,150 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,11780
Capricorn wood or marble top,Round,XL,170 D ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,13550
Capricorn wood or marble top,Round,S,100 D,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,10740
Capricorn wood or marble top,Round,M,120 D,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,12360
Capricorn wood or marble top,Round,L,150 D,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,15440
Capricorn wood or marble top,Round,XL,170 D ,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,17750
Echo glass  top,Rectangular,S,190 x 100,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380,7300
Echo glass  top,Rectangular,M,220 x 100  ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380,8390
Echo glass  top,Rectangular,L,250 x 100 ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380,9650
Echo glass  top,Rectangular,XL,300 x 110 ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380,12060
Echo wood or marble top,Rectangular,S,190 x 100,CMs (H75),Wood top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380,10580
Echo wood or marble top,Rectangular,M,220 x 100  ,CMs (H75),Wood top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380,12160
Echo wood or marble top,Rectangular,L,250 x 100 ,CMs (H75),Wood top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380,13980
Echo wood or marble top,Rectangular,XL,300 x 110 ,CMs (H75),Wood top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380,17480
Echo wood or marble top,Rectangular,S,190 x 100,CMs (H75),Marble top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380,13860
Echo wood or marble top,Rectangular,M,220 x 100  ,CMs (H75),Marble top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380,15930
Echo wood or marble top,Rectangular,L,250 x 100 ,CMs (H75),Marble top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380,18320
Echo wood or marble top,Rectangular,XL,300 x 110 ,CMs (H75),Marble top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380,22900
Edge,Rectangular,S,190 x 100,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base made in Bronze: 5650,7300
Edge,Rectangular,M,220 x 100  ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base made in Bronze: 5650,8390
Edge,Rectangular,L,250 x 100 ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base made in Bronze: 5650,9650
Edge,Rectangular,XL,300 x 110 ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base made in Bronze: 5650,12060
Edge wood or marble top,Rectangular,S,190 x 100,CMs (H75),Wood top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base made in Bronze: 5650,10580
Edge wood or marble top,Rectangular,M,220 x 100  ,CMs (H75),Wood top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base made in Bronze: 5650,12160
Edge wood or marble top,Rectangular,L,250 x 100 ,CMs (H75),Wood top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base made in Bronze: 5650,13980
Edge wood or marble top,Rectangular,XL,300 x 110 ,CMs (H75),Wood top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base made in Bronze: 5650,17480
Edge wood or marble top,Rectangular,S,190 x 100,CMs (H75),Marble top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base made in Bronze: 5650,13860
Edge wood or marble top,Rectangular,M,220 x 100  ,CMs (H75),Marble top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base made in Bronze: 5650,15930
Edge wood or marble top,Rectangular,L,250 x 100 ,CMs (H75),Marble top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base made in Bronze: 5650,18320
Edge wood or marble top,Rectangular,XL,300 x 110 ,CMs (H75),Marble top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base made in Bronze: 5650,22900
Exe glass top double pedestal,Rectangular,S,190 x 100,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1530,8210
Exe glass top double pedestal,Rectangular,M,220 x 100  ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1530,9430
Exe glass top double pedestal,Rectangular,L,250 x 100 ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1530,10860
Exe glass top double pedestal,Rectangular,XL,300 x 110 ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1530,13560
Exe glass top single pedestal,Oval,S,190 x110,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1530,8940
Exe glass top single pedestal,Oval,M,220 x 120,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1530,10280
Exe glass top single pedestal,Oval,L,250 x 120,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1530,11820
Exe glass top single pedestal,Oval,XL,300 x 140,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1530,14770
Exe glass top single pedestal,Rectangular,S,190 x 100,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1530,8210
Exe glass top single pedestal,Rectangular,M,220 x 100  ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1530,9430
Exe glass top single pedestal,Rectangular,L,250 x 100 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1530,10860
Exe glass top single pedestal,Rectangular,XL,300 x 110 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1530,13560
Exe wood top double pedestal,Rectangular,S,190 x 100,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1530,11900
Exe wood top double pedestal,Rectangular,M,220 x 100  ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1530,13680
Exe wood top double pedestal,Rectangular,L,250 x 100 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1530,15740
Exe wood top double pedestal,Rectangular,XL,300 x 110 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1530,19660
Exe wood top single pedestal,Oval,S,190 x110,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1530,12950
Exe wood top single pedestal,Oval,M,220 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1530,14900
