model,shape,size,dimensions,height,top,notes,price
Avalon wood or marble top,Rectangular,S,190 x 100 ,CMs (H75),Wood Top,Prices above are for a steel base with a standard finish  Additional cost for base in a specialist finish: 1910 Additional cost for base in bronze: 6620,10380
Avalon wood or marble top,Rectangular,M,220 x 100  ,CMs (H75),Wood Top,Prices above are for a steel base with a standard finish  Additional cost for base in a specialist finish: 1910 Additional cost for base in bronze: 6620,11940
Avalon wood or marble top,Rectangular,L,250 x 100 ,CMs (H75),Wood Top,Prices above are for a steel base with a standard finish  Additional cost for base in a specialist finish: 1910 Additional cost for base in bronze: 6620,13370
Avalon wood or marble top,Rectangular,XL,300 x 110,CMs (H75),Wood Top,Prices above are for a steel base with a standard finish  Additional cost for base in a specialist finish: 1910 Additional cost for base in bronze: 6620,17160
Avalon wood or marble top,Rectangular,S,190 x 100 ,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are for a steel base with a standard finish  Additional cost for base in a specialist finish: 1910 Additional cost for base in bronze: 6620,13600
Avalon wood or marble top,Rectangular,M,220 x 100  ,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are for a steel base with a standard finish  Additional cost for base in a specialist finish: 1910 Additional cost for base in bronze: 6620,15640
Avalon wood or marble top,Rectangular,L,250 x 100 ,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are for a steel base with a standard finish  Additional cost for base in a specialist finish: 1910 Additional cost for base in bronze: 6620,17980
Avalon wood or marble top,Rectangular,XL,300 x 110,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are for a steel base with a standard finish  Additional cost for base in a specialist finish: 1910 Additional cost for base in bronze: 6620,22480
Avebury wood or marble top,Oval,S,190 x 110,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in specialist finish: 1200 Additional cost for base in bronze: 4960,11540
Avebury wood or marble top,Oval,M,220 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in specialist finish: 1200 Additional cost for base in bronze: 4960,13270
Avebury wood or marble top,Oval,L,250 x 120 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in specialist finish: 1200 Additional cost for base in bronze: 4960,15266
Avebury wood or marble top,Oval,XL,300 x 140,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in specialist finish: 1200 Additional cost for base in bronze: 4960,19070
Avebury wood or marble top,Oval,S,190 x 110,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in specialist finish: 1200 Additional cost for base in bronze: 4960,15110
Avebury wood or marble top,Oval,M,220 x 120,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in specialist finish: 1200 Additional cost for base in bronze: 4960,17380
Avebury wood or marble top,Oval,L,250 x 120 ,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in specialist finish: 1200 Additional cost for base in bronze: 4960,19980
Avebury wood or marble top,Oval,XL,300 x 140,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in specialist finish: 1200 Additional cost for base in bronze: 4960,24980
Capricorn glass top,Oval,S,190 x110,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",7800
Capricorn glass top,Oval,M,220 x 120,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",8970
Capricorn glass top,Oval,L,250 x 120,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",10310
Capricorn glass top,Oval,XL,300 x 140,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",12890
Capricorn glass top,Rectangular,S,190 x 100,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",7160
Capricorn glass top,Rectangular,M,220 x 100  ,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",8230
Capricorn glass top,Rectangular,L,250 x 100 ,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",9470
Capricorn glass top,Rectangular,XL,300 x 110 ,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",11380
Capricorn glass top,Round,S,100 D,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",4930
Capricorn glass top,Round,M,120 D,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",5670
Capricorn glass top,Round,L,150 D,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",7090
Capricorn glass top,Round,XL,170 D,CMs (H75),Glass Top,"Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel:  Add. cost for a steel, brass or bronze top plate: ",8150
Capricorn wood or marble top,Oval,S,190 x110,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,11300
Capricorn wood or marble top,Oval,M,220 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,13000
Capricorn wood or marble top,Oval,L,250 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,14950
Capricorn wood or marble top,Oval,XL,300 x 140,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,18680
Capricorn wood or marble top,Oval,S,190 x110,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,14810
Capricorn wood or marble top,Oval,M,220 x 120,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,17030
Capricorn wood or marble top,Oval,L,250 x 120,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,19580
Capricorn wood or marble top,Oval,XL,300 x 140,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,24480
Capricorn wood or marble top,Rectangular,S,190 x 100,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,10380
Capricorn wood or marble top,Rectangular,M,220 x 100  ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,11940
Capricorn wood or marble top,Rectangular,L,250 x 100 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,13730
Capricorn wood or marble top,Rectangular,XL,300 x 110 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,17160
Capricorn wood or marble top,Rectangular,S,190 x 100,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,13600
Capricorn wood or marble top,Rectangular,M,220 x 100  ,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,15640
Capricorn wood or marble top,Rectangular,L,250 x 100 ,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,17980
Capricorn wood or marble top,Rectangular,XL,300 x 110 ,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,22480
Capricorn wood or marble top,Round,S,100 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,7150
Capricorn wood or marble top,Round,M,120 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,8230
Capricorn wood or marble top,Round,L,150 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,10280
Capricorn wood or marble top,Round,XL,170 D ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,11820
Capricorn wood or marble top,Round,S,100 D,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,9370
Capricorn wood or marble top,Round,M,120 D,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,10780
Capricorn wood or marble top,Round,L,150 D,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,13470
Capricorn wood or marble top,Round,XL,170 D ,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish:  Additional cost for base in Hand-polished Stainless Steel: ,15490
Echo Glass Top,Rectangular,S,190 x 100,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 1200,6370
Echo Glass Top,Rectangular,M,220 x 100  ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 1200,7320
Echo Glass Top,Rectangular,L,250 x 100 ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 1200,8420
Echo Glass Top,Rectangular,XL,300 x 110 ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 1200,10520
Echo wood or marble top,Rectangular,S,190 x 100,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 1200,9230
Echo wood or marble top,Rectangular,M,220 x 100  ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 1200,10610
Echo wood or marble top,Rectangular,L,250 x 100 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 1200,12200
Echo wood or marble top,Rectangular,XL,300 x 110 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 1200,15250
Echo wood or marble top,Rectangular,S,190 x 100,CMs (H75),Marble top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 1200,12090
Echo wood or marble top,Rectangular,M,220 x 100  ,CMs (H75),Marble top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 1200,13900
Echo wood or marble top,Rectangular,L,250 x 100 ,CMs (H75),Marble top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 1200,15990
Echo wood or marble top,Rectangular,XL,300 x 110 ,CMs (H75),Marble top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish:  Additional cost for base in a specialist finish: 1200,19980
Edge glass top,Rectangular,S,190 x 100,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1200 Additional cost for base made in Bronze: 4930,6370
Edge glass top,Rectangular,M,220 x 100  ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1200 Additional cost for base made in Bronze: 4930,7320
Edge glass top,Rectangular,L,250 x 100 ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1200 Additional cost for base made in Bronze: 4930,8420
Edge glass top,Rectangular,XL,300 x 110 ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1200 Additional cost for base made in Bronze: 4930,10520
Edge wood or marble top,Rectangular,S,190 x 100,CMs (H75),Wood top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1200 Additional cost for base made in Bronze: 4930,9230
Edge wood or marble top,Rectangular,M,220 x 100  ,CMs (H75),Wood top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1200 Additional cost for base made in Bronze: 4930,10610
Edge wood or marble top,Rectangular,L,250 x 100 ,CMs (H75),Wood top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1200 Additional cost for base made in Bronze: 4930,12200
Edge wood or marble top,Rectangular,XL,300 x 110 ,CMs (H75),Wood top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1200 Additional cost for base made in Bronze: 4930,15250
Edge wood or marble top,Rectangular,S,190 x 100,CMs (H75),Marble top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1200 Additional cost for base made in Bronze: 4930,12090
Edge wood or marble top,Rectangular,M,220 x 100  ,CMs (H75),Marble top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1200 Additional cost for base made in Bronze: 4930,13900
Edge wood or marble top,Rectangular,L,250 x 100 ,CMs (H75),Marble top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1200 Additional cost for base made in Bronze: 4930,15990
Edge wood or marble top,Rectangular,XL,300 x 110 ,CMs (H75),Marble top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1200 Additional cost for base made in Bronze: 4930,19980
Exe glass top double pedestal,Rectangular,S,190 x 100,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1330,7160
Exe glass top double pedestal,Rectangular,M,220 x 100  ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1330,8230
Exe glass top double pedestal,Rectangular,L,250 x 100 ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1330,9470
Exe glass top double pedestal,Rectangular,XL,300 x 110 ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1330,11830
Exe glass top single pedestal,Oval,S,190 x110,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1330,7800
Exe glass top single pedestal,Oval,M,220 x 120,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1330,8970
Exe glass top single pedestal,Oval,L,250 x 120,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1330,10310
Exe glass top single pedestal,Oval,XL,300 x 140,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1330,12890
Exe glass top single pedestal,Rectangular,S,190 x 100,CMs (H75),Glass top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1330,7160
Exe glass top single pedestal,Rectangular,M,220 x 100  ,CMs (H75),Glass top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1330,8230
Exe glass top single pedestal,Rectangular,L,250 x 100 ,CMs (H75),Glass top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1330,9470
Exe glass top single pedestal,Rectangular,XL,300 x 110 ,CMs (H75),Glass top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1330,11830
Exe wood top double pedestal,Rectangular,S,190 x 100,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1330,10380
Exe wood top double pedestal,Rectangular,M,220 x 100  ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1330,11940
Exe wood top double pedestal,Rectangular,L,250 x 100 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1330,13730
Exe wood top double pedestal,Rectangular,XL,300 x 110 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1330,17160
Exe wood top single pedestal,Oval,S,190 x110,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1330,11300
